id_cliente,edad,genero,ingresos,plataforma,interacciones,compras,promedio_ticket,total_gastado,fecha_primer_compra,fecha_ultima_compra,dias_desde_ultima,recomendaciones,costo_adquisicion
C02197,22,M,18000,TikTok,37,1,31,31,2023-07-27,2024-12-18,104,2,7
C02198,39,F,52040,Facebook,13,2,81,162,2022-11-12,2024-12-27,95,0,27
C02199,39,F,57512,Instagram,34,2,35,70,2023-01-24,2025-01-24,67,1,13
C02200,35,M,94892,Instagram,36,2,38,76,2024-02-28,2024-10-20,163,2,12
C02201,31,M,29009,Instagram,28,2,20,40,2023-08-06,2025-01-06,85,0,25
C02202,40,M,18000,Instagram,25,3,24,72,2024-02-28,2024-11-13,139,2,21
C02203,18,F,18336,TikTok,39,2,39,78,2022-12-12,2025-02-17,43,1,8
C02204,21,F,34148,Instagram,26,2,44,88,2024-01-23,2024-12-31,91,1,17
C02205,38,M,46179,Instagram,23,1,18,18,2023-02-05,2024-10-20,163,1,19
C02206,20,F,38725,Instagram,29,5,49,245,2024-05-31,2025-01-23,68,0,11
C02207,32,F,48004,Instagram,33,2,34,68,2022-04-28,2024-10-12,171,0,14
C02208,40,F,49462,Facebook,18,3,113,339,2023-05-14,2024-12-07,115,0,22
C02209,46,M,57888,Facebook,19,3,46,138,2023-12-23,2025-02-26,34,1,16
C02210,28,F,49270,TikTok,49,3,25,75,2023-05-28,2025-01-04,87,1,14
C02211,56,F,80267,Facebook,22,2,53,106,2024-02-24,2024-12-10,112,0,17
C02212,55,F,79248,Facebook,18,2,91,182,2023-12-19,2025-03-01,31,0,33
C02213,25,M,38076,Instagram,36,1,19,19,2023-03-08,2025-02-08,52,0,19
C02214,25,F,35417,Instagram,45,4,26,104,2022-08-05,2024-12-02,120,0,16
C02215,30,F,61734,TikTok,30,2,11,22,2022-12-21,2024-12-12,110,0,7
C02216,20,F,18000,TikTok,33,3,26,78,2022-07-17,2024-10-19,164,1,7
C02217,60,M,57879,Facebook,15,2,53,106,2023-12-29,2024-10-19,164,0,25
C02218,35,M,52521,Instagram,36,3,22,66,2022-11-09,2024-12-18,104,0,16
C02219,60,M,77457,Facebook,19,2,105,210,2024-02-11,2024-10-18,165,1,24
C02220,27,F,47677,TikTok,42,2,40,80,2024-05-24,2025-01-02,89,0,12
C02221,24,M,24724,TikTok,39,2,25,50,2022-12-22,2025-02-19,41,0,17
C02222,49,F,58555,Facebook,17,1,102,102,2023-02-10,2025-01-09,82,0,32
C02223,35,F,37785,Instagram,21,2,28,56,2023-08-24,2024-10-24,159,0,12
C02224,25,M,18000,Instagram,25,3,49,147,2023-05-19,2024-12-22,100,0,21
C02225,28,M,18000,Instagram,31,1,43,43,2022-05-05,2024-10-12,171,0,23
C02226,21,F,53417,TikTok,40,2,37,74,2022-08-22,2024-12-22,100,0,12
C02227,24,F,28616,Instagram,27,3,32,96,2022-10-05,2025-01-04,87,1,13
C02228,34,F,47697,Facebook,17,5,62,310,2023-05-04,2024-10-17,166,0,20
C02229,27,F,34010,Instagram,30,2,58,116,2023-07-31,2024-12-23,99,0,18
C02230,19,M,19099,Instagram,21,2,23,46,2022-10-20,2025-03-19,13,0,20
C02231,24,M,44100,TikTok,27,1,21,21,2023-11-20,2025-03-18,14,1,8
C02232,51,F,81651,Facebook,20,2,81,162,2022-12-11,2025-02-03,57,1,19
C02233,36,M,61661,Facebook,11,1,52,52,2024-05-31,2025-01-23,68,0,20
C02234,54,M,68296,Facebook,12,3,92,276,2024-05-08,2024-12-29,93,0,24
C02235,17,M,31769,TikTok,39,3,38,114,2023-09-16,2024-12-31,91,0,13
C02236,35,M,60205,Facebook,17,1,68,68,2023-12-14,2025-03-14,18,0,22
C02237,52,M,31722,Facebook,16,1,42,42,2022-10-08,2024-12-24,98,1,30
C02238,20,F,33571,Instagram,20,1,33,33,2024-03-23,2025-01-27,64,2,17
C02239,55,M,60101,Facebook,14,1,120,120,2023-04-05,2024-12-22,100,0,15
C02240,36,M,62737,Facebook,21,4,119,476,2023-10-02,2024-11-04,148,0,20
C02241,29,F,52569,TikTok,44,2,27,54,2024-02-21,2025-01-22,69,0,8
C02242,30,F,53631,Instagram,31,4,20,80,2023-08-18,2024-10-24,159,2,14
C02243,44,M,78012,Facebook,17,4,85,340,2023-10-21,2025-03-13,19,1,27
C02244,40,M,97929,Facebook,19,6,89,534,2023-06-03,2025-01-03,88,2,20
C02245,29,M,21567,Instagram,32,2,23,46,2024-01-20,2024-12-10,112,1,12
C02246,43,F,56602,Facebook,15,1,103,103,2024-05-30,2025-01-06,85,0,33
C02247,53,M,51423,Facebook,18,2,47,94,2022-10-11,2024-12-19,103,1,17
C02248,29,F,28669,TikTok,24,5,28,140,2023-02-02,2025-02-28,32,1,11
C02249,24,F,42283,Instagram,28,2,30,60,2023-12-03,2024-11-06,146,1,14
C02250,40,M,53964,Facebook,18,1,114,114,2023-03-29,2024-10-29,154,2,26
C02251,27,M,37243,Instagram,33,1,51,51,2022-11-07,2024-12-20,102,1,15
C02252,26,F,18000,TikTok,39,4,30,120,2024-06-18,2025-01-24,67,0,16
C02253,58,M,57360,Facebook,14,1,62,62,2023-04-29,2024-11-21,131,1,19
C02254,36,M,61409,Facebook,11,2,87,174,2022-08-25,2024-10-21,162,0,30
C02255,25,F,18000,Instagram,30,5,18,90,2024-06-12,2025-02-10,50,1,12
C02256,35,F,18000,Instagram,27,1,33,33,2022-10-12,2024-11-21,131,0,12
C02257,28,F,36491,Instagram,40,2,49,98,2023-02-09,2024-11-30,122,1,24
C02258,33,M,53301,Instagram,23,5,28,140,2022-07-23,2024-12-16,106,1,22
C02259,33,F,40274,Instagram,27,4,48,192,2024-07-18,2025-03-14,18,0,19
C02260,36,M,65544,Facebook,14,1,76,76,2024-03-29,2024-11-09,143,0,26
C02261,43,M,64378,Facebook,9,3,49,147,2022-09-01,2024-12-07,115,3,27
C02262,33,F,26145,Instagram,27,4,32,128,2023-08-19,2025-03-07,25,0,14
C02263,42,F,59616,Facebook,22,3,98,294,2023-05-23,2025-02-06,54,1,19
C02264,31,F,52654,Instagram,33,3,32,96,2023-04-17,2025-03-20,12,1,17
C02265,52,F,42354,Facebook,12,3,111,333,2022-10-17,2025-01-16,75,0,15
C02266,56,F,36271,Facebook,15,4,81,324,2023-09-20,2024-12-06,116,0,18
C02267,40,M,41404,Instagram,30,3,38,114,2023-05-03,2024-10-18,165,0,15
C02268,19,F,18000,TikTok,36,2,11,22,2023-09-14,2024-11-27,125,0,18
C02269,20,M,35803,TikTok,42,2,11,22,2022-07-17,2024-12-13,109,1,19
C02270,48,F,56899,Facebook,13,2,44,88,2023-05-12,2025-03-12,20,0,27
C02271,20,F,34517,TikTok,45,1,26,26,2024-02-08,2025-01-23,68,2,6
C02272,29,F,61155,TikTok,42,3,23,69,2023-01-02,2025-03-18,14,0,13
C02273,21,F,39411,Instagram,25,1,44,44,2023-06-05,2024-12-05,117,0,19
C02274,53,F,75359,Facebook,20,5,49,245,2022-11-13,2024-12-02,120,0,28
C02275,24,F,18000,Instagram,28,1,24,24,2023-05-15,2025-03-08,24,0,12
C02276,53,F,44682,Facebook,8,2,47,94,2023-10-20,2025-01-01,90,0,21
C02277,46,M,31027,Facebook,15,2,40,80,2023-04-13,2025-03-10,22,0,22
C02278,37,M,20362,Facebook,12,1,112,112,2023-07-04,2025-01-30,61,0,31
C02279,43,M,63982,Facebook,3,1,70,70,2024-04-30,2025-01-22,69,0,28
C02280,25,F,33984,TikTok,38,1,11,11,2023-12-30,2025-02-12,48,0,13
C02281,29,M,33186,TikTok,44,2,20,40,2023-03-22,2025-03-14,18,0,9
C02282,48,F,56178,Facebook,18,1,96,96,2023-04-19,2024-11-22,130,0,34
C02283,54,M,93131,Facebook,17,2,116,232,2023-06-12,2024-10-06,177,0,30
C02284,25,M,47727,TikTok,42,1,11,11,2023-01-09,2024-12-29,93,2,16
C02285,35,M,54661,Facebook,16,1,65,65,2023-11-11,2025-02-12,48,0,20
C02286,27,M,31515,TikTok,34,1,34,34,2023-12-04,2024-11-16,136,1,6
C02287,22,M,39230,TikTok,44,1,16,16,2023-11-12,2025-01-05,86,0,6
C02288,30,M,22108,TikTok,39,4,25,100,2023-02-11,2024-12-18,104,0,17
C02289,33,F,71631,Facebook,9,2,83,166,2022-11-03,2025-01-14,77,0,17
C02290,27,M,18000,Instagram,28,1,42,42,2022-07-24,2024-11-26,126,1,14
C02291,34,M,58460,Instagram,28,4,27,108,2023-10-23,2024-10-16,167,0,12
C02292,53,M,73644,Facebook,22,6,65,390,2022-12-06,2024-12-30,92,2,31
C02293,29,F,18012,Instagram,30,1,32,32,2023-10-18,2024-11-02,150,0,23
C02294,25,F,34930,TikTok,39,2,38,76,2023-02-07,2024-12-21,101,1,16
C02295,43,M,78771,Facebook,16,2,78,156,2023-08-11,2025-01-09,82,0,21
C02296,23,F,25761,Instagram,22,1,49,49,2022-12-05,2024-11-28,124,0,18
C02297,38,M,61185,Instagram,29,3,42,126,2022-06-29,2024-10-04,179,0,17
C02298,19,M,18000,Instagram,25,2,27,54,2022-10-24,2024-12-26,96,2,16
C02299,21,F,52644,TikTok,41,4,39,156,2022-11-19,2025-02-24,36,0,7
C02300,34,M,41734,Instagram,34,3,23,69,2023-08-11,2024-10-30,153,1,23
C02301,29,F,47195,Instagram,20,4,57,228,2022-11-04,2025-01-13,78,2,19
C02302,24,F,27859,Instagram,24,4,51,204,2023-08-28,2025-02-26,34,1,14
C02303,23,M,36603,Instagram,26,2,37,74,2023-03-28,2024-11-01,151,0,23
C02304,39,M,64679,Instagram,32,1,39,39,2022-10-29,2025-01-16,75,0,22
C02305,42,F,73442,Facebook,23,3,67,201,2023-06-19,2025-03-08,24,0,34
C02306,38,M,48535,Facebook,17,1,79,79,2022-12-24,2025-02-23,37,0,19
C02307,17,F,42247,TikTok,46,3,27,81,2022-07-19,2024-12-26,96,0,19
C02308,60,F,54789,Facebook,15,2,94,188,2023-07-01,2024-10-07,176,0,20
C02309,33,M,42530,Facebook,15,2,65,130,2022-12-03,2024-11-14,138,0,35
C02310,40,M,52833,Instagram,31,2,52,104,2024-04-25,2024-12-26,96,0,13
C02311,26,F,18041,Instagram,27,2,30,60,2023-08-19,2025-03-10,22,1,24
C02312,17,M,18000,TikTok,39,3,13,39,2024-03-28,2024-12-26,96,1,7
C02313,35,M,64001,Instagram,34,1,38,38,2023-07-02,2025-02-22,38,0,21
C02314,47,F,65896,Facebook,17,1,63,63,2024-01-09,2024-11-03,149,0,23
C02315,22,F,62461,TikTok,33,2,24,48,2024-02-24,2024-12-01,121,0,15
C02316,37,F,34515,Facebook,11,5,52,260,2023-12-13,2024-10-24,159,0,15
C02317,38,M,69142,Facebook,12,1,51,51,2022-07-09,2024-10-25,158,0,15
C02318,24,F,57518,Instagram,33,1,47,47,2023-03-02,2025-01-26,65,0,20
C02319,20,F,26843,Instagram,37,4,55,220,2022-10-08,2024-12-07,115,0,15
C02320,28,F,21233,Instagram,23,1,56,56,2023-04-12,2025-01-09,82,0,20
C02321,29,M,39689,Instagram,41,3,58,174,2023-10-26,2024-12-13,109,1,10
C02322,18,F,51892,TikTok,52,4,20,80,2022-07-03,2024-11-28,124,0,19
C02323,32,M,50788,Instagram,24,3,45,135,2024-07-08,2025-02-06,54,1,23
C02324,26,F,34847,TikTok,45,3,18,54,2023-08-30,2024-12-12,110,0,12
C02325,34,F,64552,Instagram,32,2,45,90,2023-11-18,2024-12-29,93,2,17
C02326,32,F,53999,Facebook,11,4,61,244,2023-06-25,2024-11-11,141,0,27
C02327,34,M,41029,Facebook,17,2,103,206,2023-03-16,2024-12-10,112,0,35
C02328,31,M,49271,Instagram,32,3,46,138,2024-05-12,2025-02-09,51,0,21
C02329,21,F,26793,TikTok,37,1,38,38,2023-09-01,2024-10-13,170,0,8
C02330,17,M,41577,TikTok,49,5,17,85,2023-06-06,2025-01-01,90,0,13
C02331,40,M,43056,Facebook,14,1,108,108,2023-11-15,2024-11-08,144,1,21
C02332,35,F,18000,Instagram,47,4,21,84,2023-09-20,2025-01-23,68,1,17
C02333,41,F,31083,Facebook,11,2,48,96,2022-10-05,2025-01-02,89,1,25
C02334,35,M,63928,Instagram,36,2,15,30,2022-09-14,2024-12-16,106,0,24
C02335,17,M,18000,TikTok,43,4,29,116,2023-08-18,2025-01-22,69,0,19
C02336,59,F,92097,Facebook,13,2,69,138,2024-02-06,2024-12-14,108,0,23
C02337,25,M,22569,Instagram,29,1,31,31,2023-02-24,2024-11-20,132,1,21
C02338,51,M,57192,Facebook,14,1,117,117,2022-07-28,2024-12-01,121,1,21
C02339,25,M,39855,Instagram,30,2,35,70,2023-07-16,2024-10-04,179,1,24
C02340,38,F,33877,Facebook,16,1,43,43,2023-10-08,2024-10-04,179,0,22
C02341,20,F,84375,TikTok,42,3,33,99,2024-05-04,2024-12-20,102,0,15
C02342,24,M,38113,TikTok,36,1,25,25,2024-01-17,2025-01-25,66,0,13
C02343,36,M,73940,Facebook,12,3,109,327,2024-04-17,2025-01-11,80,0,29
C02344,31,F,50028,Instagram,28,1,16,16,2023-04-03,2025-03-19,13,0,25
C02345,39,M,53033,Instagram,27,2,43,86,2023-10-31,2025-01-29,62,0,10
C02346,33,F,27904,Instagram,32,1,41,41,2022-12-11,2025-01-21,70,0,24
C02347,30,F,34523,Instagram,21,4,25,100,2023-04-02,2025-02-18,42,1,18
C02348,28,F,40693,Instagram,32,3,56,168,2023-01-01,2024-11-25,127,0,23
C02349,21,M,18000,TikTok,34,3,10,30,2023-10-28,2025-03-09,23,0,5
C02350,23,F,18000,Instagram,29,5,21,105,2023-04-07,2024-12-13,109,0,23
C02351,22,M,25898,Instagram,29,2,50,100,2023-11-29,2024-11-19,133,0,20
C02352,23,F,45000,Instagram,30,1,56,56,2024-04-16,2024-11-09,143,0,15
C02353,60,F,47411,Facebook,16,2,52,104,2022-10-13,2024-11-27,125,0,35
C02354,27,M,79191,Instagram,30,3,42,126,2023-11-14,2025-02-14,46,2,20
C02355,45,F,78562,Facebook,18,1,100,100,2023-04-06,2024-12-02,120,0,17
C02356,57,F,68406,Facebook,16,2,63,126,2023-12-25,2025-01-31,60,0,24
C02357,28,F,49245,Instagram,35,1,59,59,2023-06-09,2024-10-22,161,0,23
C02358,24,F,40929,Instagram,17,2,59,118,2023-05-10,2025-03-06,26,0,12
C02359,32,M,76075,Instagram,27,1,46,46,2023-11-01,2024-10-11,172,0,17
C02360,39,F,53754,Instagram,31,3,42,126,2023-04-26,2025-02-07,53,1,18
C02361,39,M,23497,Instagram,39,3,27,81,2024-07-06,2025-03-04,28,1,24
C02362,60,M,83428,Facebook,14,3,81,243,2024-05-27,2025-03-07,25,0,31
C02363,19,F,44483,TikTok,38,2,37,74,2023-08-10,2025-02-18,42,0,18
C02364,38,M,33246,Instagram,36,4,41,164,2023-09-04,2025-02-09,51,0,12
C02365,24,M,70665,Instagram,25,1,40,40,2023-12-10,2025-02-21,39,0,18
C02366,38,F,43178,Facebook,17,3,81,243,2024-01-15,2025-01-05,86,1,16
C02367,27,M,33990,TikTok,36,4,19,76,2024-04-21,2024-11-30,122,0,8
C02368,26,F,24792,TikTok,45,3,11,33,2023-05-28,2025-01-21,70,1,8
C02369,24,M,18000,Instagram,37,3,39,117,2023-09-02,2025-01-08,83,0,18
C02370,57,F,34810,Facebook,21,6,89,534,2022-12-04,2024-12-23,99,0,17
C02371,38,M,63796,Instagram,43,3,36,108,2024-05-26,2025-01-09,82,1,24
C02372,39,M,38412,Instagram,32,3,60,180,2023-05-22,2025-03-03,29,1,17
C02373,51,F,46750,Facebook,12,3,99,297,2022-06-25,2024-12-08,114,0,32
C02374,37,M,33625,Instagram,27,1,19,19,2023-10-01,2025-03-08,24,1,13
C02375,20,M,32294,Instagram,33,5,53,265,2024-04-17,2024-12-24,98,0,12
C02376,20,M,29551,Instagram,21,1,17,17,2024-02-21,2025-01-02,89,0,11
C02377,25,M,39317,TikTok,36,3,25,75,2023-02-09,2025-01-11,80,3,11
C02378,30,F,62206,TikTok,41,1,21,21,2022-05-16,2024-10-31,152,0,5
C02379,16,M,18000,TikTok,26,1,22,22,2023-07-16,2025-03-10,22,1,10
C02380,37,M,45379,Instagram,31,1,27,27,2023-05-14,2025-01-13,78,2,10
C02381,19,F,25282,TikTok,42,3,12,36,2024-01-05,2025-01-10,81,2,20
C02382,27,M,55484,Instagram,19,2,47,94,2023-10-20,2024-10-21,162,0,24
C02383,32,F,56637,Facebook,10,3,119,357,2023-11-25,2024-10-22,161,2,32
C02384,52,F,43970,Facebook,13,2,69,138,2024-03-18,2024-10-17,166,0,17
C02385,54,M,76479,Facebook,16,1,69,69,2022-12-07,2024-11-03,149,0,22
C02386,19,M,27030,TikTok,36,1,17,17,2022-06-07,2024-10-26,157,0,13
C02387,45,F,66014,Facebook,19,3,40,120,2022-10-21,2025-01-20,71,0,21
C02388,31,F,39021,Instagram,38,6,60,360,2023-06-21,2024-10-17,166,0,10
C02389,60,F,77474,Facebook,14,1,73,73,2024-02-15,2025-02-03,57,0,22
C02390,23,M,45201,TikTok,31,3,13,39,2022-09-12,2025-02-28,32,1,6
C02391,38,F,59142,Facebook,9,2,95,190,2022-12-30,2024-10-22,161,0,33
C02392,58,F,62800,Facebook,14,3,46,138,2024-04-22,2025-01-15,76,0,32
C02393,45,F,54865,Facebook,10,2,120,240,2022-11-13,2025-02-14,46,1,34
C02394,18,F,42435,Instagram,25,2,44,88,2022-08-14,2024-10-26,157,0,16
C02395,31,F,18000,Instagram,26,1,51,51,2023-07-20,2025-01-11,80,0,14
C02396,54,M,44558,Facebook,17,1,45,45,2023-12-04,2024-12-26,96,0,26
C02397,19,M,18000,TikTok,44,1,27,27,2023-03-31,2025-02-14,46,0,19
C02398,18,M,18000,TikTok,33,3,15,45,2023-12-06,2024-10-27,156,0,18
C02399,51,M,82862,Facebook,16,1,88,88,2022-09-07,2024-12-20,102,0,25
C02400,30,F,60913,Instagram,34,2,50,100,2022-11-15,2024-12-26,96,0,11
C02401,22,F,44303,Instagram,26,2,24,48,2023-10-29,2024-12-05,117,0,11
C02402,24,M,54793,Instagram,24,3,56,168,2024-04-22,2024-11-14,138,0,12
C02403,51,F,32766,Facebook,13,3,81,243,2024-01-03,2024-10-06,177,0,26
C02404,35,F,33589,Facebook,13,3,65,195,2024-01-15,2024-11-25,127,1,32
C02405,32,M,19965,Facebook,13,1,85,85,2024-01-25,2025-02-16,44,1,30
C02406,25,M,32851,Instagram,23,4,26,104,2024-02-27,2024-12-26,96,0,24
C02407,40,M,63301,Instagram,28,2,22,44,2022-09-22,2024-10-19,164,0,15
C02408,51,M,57161,Facebook,18,2,68,136,2023-12-10,2024-11-28,124,2,26
C02409,21,M,18000,Instagram,33,1,16,16,2023-01-17,2024-12-28,94,0,17
C02410,55,F,79778,Facebook,12,3,44,132,2023-05-29,2025-01-02,89,0,20
C02411,24,F,44829,Instagram,29,1,60,60,2022-07-31,2025-01-14,77,0,20
C02412,21,F,34311,Instagram,22,5,51,255,2022-09-01,2025-01-05,86,0,13
C02413,27,M,43809,TikTok,47,2,14,28,2023-04-19,2025-03-02,30,1,15
C02414,30,F,42258,Instagram,28,2,26,52,2024-04-23,2025-03-05,27,0,18
C02415,23,F,52740,TikTok,42,2,18,36,2023-03-02,2024-12-19,103,1,12
C02416,24,M,51026,Instagram,33,2,59,118,2022-11-15,2024-10-06,177,1,14
C02417,23,M,57578,TikTok,38,3,40,120,2023-05-05,2025-01-25,66,1,20
C02418,60,M,99435,Facebook,11,1,82,82,2023-07-12,2024-11-26,126,0,23
C02419,27,M,24093,TikTok,45,3,36,108,2022-09-24,2025-01-23,68,0,6
C02420,35,F,50384,Facebook,18,1,47,47,2023-07-05,2025-03-06,26,1,25
C02421,48,M,33071,Facebook,14,4,55,220,2023-01-14,2024-10-19,164,0,27
C02422,58,M,73884,Facebook,16,4,41,164,2023-11-30,2025-03-14,18,0,20
C02423,55,F,44435,Facebook,12,1,78,78,2022-08-10,2024-11-02,150,1,25
C02424,43,M,38581,Facebook,12,4,106,424,2024-04-22,2024-11-28,124,0,15
C02425,37,F,75465,Facebook,22,3,57,171,2023-05-18,2025-02-24,36,0,25
C02426,20,F,72001,TikTok,37,1,19,19,2023-03-23,2025-03-18,14,0,20
C02427,49,M,90941,Facebook,9,2,108,216,2023-12-03,2024-10-24,159,0,18
C02428,23,F,18000,TikTok,35,2,29,58,2024-09-02,2025-03-21,11,0,8
C02429,44,F,60466,Facebook,17,1,120,120,2022-10-12,2025-03-09,23,0,33
C02430,26,M,18000,Instagram,38,5,30,150,2023-06-19,2025-03-01,31,1,25
C02431,40,M,48469,Instagram,28,3,31,93,2023-01-20,2024-10-16,167,2,18
C02432,26,M,40553,TikTok,32,2,11,22,2023-06-08,2024-11-14,138,1,6
C02433,51,M,56274,Facebook,10,4,89,356,2023-06-21,2025-02-16,44,0,19
C02434,35,F,122000,Instagram,40,2,23,46,2023-09-07,2024-10-17,166,1,22
C02435,43,F,38378,Facebook,15,3,108,324,2022-12-28,2025-03-08,24,0,34
C02436,49,M,87050,Facebook,20,5,114,570,2023-04-26,2024-11-06,146,0,25
C02437,27,F,46055,Instagram,28,1,28,28,2022-11-04,2025-03-16,16,1,23
C02438,24,F,78834,Instagram,28,2,19,38,2023-11-23,2025-02-23,37,0,19
C02439,32,M,78011,Instagram,33,3,42,126,2024-04-28,2025-02-28,32,1,14
C02440,52,F,19468,Facebook,22,5,72,360,2024-02-13,2024-10-22,161,0,22
C02441,51,F,47955,Facebook,17,1,77,77,2022-10-27,2024-12-21,101,1,19
C02442,21,F,51234,TikTok,34,1,19,19,2024-05-05,2024-12-06,116,2,10
C02443,38,F,33175,Instagram,32,4,58,232,2024-01-17,2025-01-10,81,1,20
C02444,54,F,101507,Facebook,9,3,68,204,2022-10-08,2025-03-05,27,1,31
C02445,29,M,49946,Instagram,29,1,29,29,2023-07-05,2024-11-10,142,0,22
C02446,37,F,80641,Facebook,14,4,88,352,2024-03-27,2024-12-17,105,1,26
C02447,47,M,53878,Facebook,18,1,97,97,2023-12-27,2025-03-03,29,1,24
C02448,39,F,18000,Facebook,11,1,71,71,2024-02-29,2025-03-16,16,1,32
C02449,40,M,38764,Instagram,33,1,19,19,2023-05-11,2024-12-26,96,0,19
C02450,30,F,68504,Instagram,41,3,37,111,2023-02-17,2025-02-28,32,0,22
C02451,17,F,18000,TikTok,35,2,19,38,2023-10-30,2025-03-15,17,0,10
C02452,37,F,74223,Instagram,31,1,37,37,2023-09-19,2025-02-01,59,1,22
C02453,30,F,48211,Instagram,47,3,26,78,2023-09-09,2025-01-25,66,0,17
C02454,46,M,45861,Facebook,14,1,107,107,2022-12-12,2025-01-04,87,0,23
C02455,50,M,61113,Facebook,16,4,92,368,2022-10-24,2025-01-29,62,0,33
C02456,28,F,40300,Instagram,43,2,34,68,2024-02-13,2024-10-20,163,0,14
C02457,38,F,36204,Instagram,37,4,16,64,2023-02-03,2024-12-29,93,1,12
C02458,19,F,18000,TikTok,39,1,17,17,2024-05-16,2024-12-03,119,1,16
C02459,36,M,49221,Facebook,16,2,87,174,2022-07-13,2024-10-29,154,1,35
C02460,28,M,42183,Instagram,20,3,53,159,2023-03-02,2025-01-16,75,0,18
C02461,20,F,42115,TikTok,46,1,18,18,2023-02-01,2024-10-06,177,0,10
C02462,35,M,45283,Facebook,8,1,79,79,2022-08-23,2024-10-20,163,0,16
C02463,40,M,19737,Instagram,23,3,32,96,2024-01-06,2025-02-26,34,2,23
C02464,36,M,68081,Facebook,10,3,56,168,2024-03-09,2024-10-08,175,0,31
C02465,29,F,20211,Instagram,24,1,30,30,2022-09-10,2025-01-16,75,1,11
C02466,37,M,29630,Instagram,39,3,44,132,2023-07-25,2025-01-17,74,0,20
C02467,38,F,45764,Facebook,17,2,107,214,2024-08-01,2025-02-17,43,0,26
C02468,33,F,18000,Instagram,31,2,55,110,2022-08-24,2025-01-20,71,2,10
C02469,33,M,50246,Instagram,37,2,23,46,2023-12-25,2025-02-17,43,1,16
C02470,19,F,22008,Instagram,21,3,22,66,2023-01-08,2025-01-17,74,0,21
C02471,47,M,58588,Facebook,12,2,117,234,2023-06-08,2024-10-06,177,0,26
C02472,27,F,42346,Instagram,27,3,55,165,2022-10-07,2025-03-17,15,0,11
C02473,20,M,43364,Instagram,36,2,34,68,2024-01-14,2025-01-26,65,0,25
C02474,28,F,58907,TikTok,34,3,39,117,2023-05-13,2025-01-26,65,0,15
C02475,53,F,67579,Facebook,17,1,70,70,2023-04-29,2024-10-17,166,0,33
C02476,26,M,18000,TikTok,48,1,32,32,2023-06-26,2024-12-01,121,1,12
C02477,27,F,48940,TikTok,28,1,30,30,2023-02-10,2025-03-19,13,0,9
C02478,27,M,61689,TikTok,38,1,17,17,2023-11-02,2024-10-23,160,2,7
C02479,37,M,51388,Instagram,30,3,41,123,2022-12-21,2024-12-30,92,0,13
C02480,26,M,27670,TikTok,40,1,40,40,2023-06-07,2024-10-17,166,0,15
C02481,24,F,51699,TikTok,39,1,37,37,2023-03-04,2024-10-13,170,0,8
C02482,29,F,27033,Instagram,34,1,33,33,2023-06-17,2024-10-14,169,0,14
C02483,37,M,45302,Instagram,31,2,40,80,2024-05-30,2025-01-15,76,1,23
C02484,23,M,18000,Instagram,33,2,32,64,2022-08-08,2024-11-20,132,0,20
C02485,59,F,59099,Facebook,16,2,113,226,2022-10-10,2024-11-30,122,1,28
C02486,48,F,85920,Facebook,11,4,59,236,2024-01-07,2024-10-04,179,1,32
C02487,48,F,87955,Facebook,23,4,93,372,2022-08-05,2024-10-16,167,1,30
C02488,48,M,41740,Facebook,15,4,82,328,2023-03-29,2025-01-04,87,0,20
C02489,53,M,80012,Facebook,19,2,45,90,2023-03-13,2024-11-22,130,0,20
C02490,31,M,38447,Instagram,22,2,31,62,2023-07-29,2024-11-25,127,0,22
C02491,22,M,42173,TikTok,42,1,34,34,2023-08-03,2024-12-19,103,1,7
C02492,60,M,93542,Facebook,10,2,90,180,2023-06-24,2024-12-05,117,1,25
C02493,37,F,52416,Facebook,14,1,100,100,2023-06-15,2024-12-26,96,1,16
C02494,30,F,66813,TikTok,39,3,35,105,2023-07-05,2024-12-14,108,0,13
C02495,55,F,39797,Facebook,23,3,93,279,2023-11-13,2025-03-12,20,0,20
C02496,23,F,28440,Instagram,27,3,40,120,2024-03-21,2024-12-30,92,0,23
C02497,38,F,43842,Facebook,18,1,77,77,2024-05-24,2025-03-12,20,0,28
C02498,41,F,41275,Facebook,11,2,106,212,2023-05-01,2024-12-06,116,0,24
C02499,26,M,53632,TikTok,48,3,37,111,2023-05-09,2025-03-21,11,0,5
C02500,43,M,67111,Facebook,10,3,97,291,2022-09-06,2024-10-18,165,0,22
C02501,23,F,29300,Instagram,29,1,59,59,2024-02-13,2024-11-08,144,1,25
C02502,39,F,18000,Instagram,26,1,30,30,2024-03-27,2025-03-08,24,0,18
C02503,54,M,74007,Facebook,16,2,106,212,2023-02-20,2025-03-12,20,1,28
C02504,18,M,43143,TikTok,40,4,17,68,2022-10-10,2025-02-05,55,1,18
C02505,39,M,35725,Instagram,29,2,58,116,2022-11-19,2024-11-10,142,0,13
C02506,28,F,43665,TikTok,40,2,13,26,2023-12-29,2025-01-06,85,2,19
C02507,31,M,44300,Facebook,14,1,82,82,2022-08-14,2024-11-11,141,2,16
C02508,21,F,51306,Instagram,20,4,44,176,2024-07-02,2025-02-15,45,1,22
C02509,30,F,20636,TikTok,36,2,33,66,2023-04-23,2025-03-13,19,0,15
C02510,20,M,20952,Instagram,33,1,15,15,2022-10-03,2025-01-12,79,1,25
C02511,16,M,26076,TikTok,32,2,38,76,2023-07-02,2025-02-13,47,0,15
C02512,17,F,24008,TikTok,32,1,32,32,2023-10-28,2025-01-18,73,0,19
