id_cliente,edad,genero,ingresos,plataforma,interacciones,compras,total_gastado,fecha_ultima_compra,costo_adquisicion
C2556,20,M,45692,Facebook,16,2,146,2025-03-12,30
C2557,42,M,65015,Instagram,16,5,370,2025-03-04,11
C2558,45,F,110534,TikTok,23,3,180,2024-11-13,9
C2559,37,F,50741,Instagram,26,3,252,2025-01-24,23
C2560,47,M,76395,Facebook,22,1,63,2024-11-25,33
C2561,38,F,110121,Instagram,25,1,57,2024-12-20,23
C2562,25,F,35772,Facebook,14,1,69,2025-02-11,24
C2563,29,F,26228,Facebook,16,3,60,2025-03-01,30
C2564,32,F,41747,Facebook,14,4,340,2025-02-24,34
C2565,34,F,57488,Facebook,17,4,344,2024-12-16,32
C2566,30,M,54708,Facebook,14,2,104,2024-10-09,19
C2567,54,F,86904,Facebook,21,1,79,2024-10-28,33
C2568,37,M,116132,Facebook,20,1,48,2025-01-23,32
C2569,51,M,61682,TikTok,20,1,25,2025-03-17,18
C2570,48,F,33416,TikTok,24,2,110,2025-02-26,12
C2571,24,M,88305,TikTok,19,2,196,2025-02-16,17
C2572,18,F,113758,TikTok,14,1,49,2025-02-13,9
C2573,52,M,101069,Facebook,14,2,128,2025-02-22,22
C2574,58,M,97271,Instagram,22,3,96,2025-01-13,21
C2575,40,M,104727,Facebook,17,3,204,2024-10-20,20
C2576,30,F,65221,Instagram,32,3,213,2025-02-11,15
C2577,53,F,27045,Instagram,21,4,368,2025-03-07,17
C2578,56,F,25293,Facebook,11,5,495,2025-03-02,20
C2579,18,F,92796,Facebook,21,1,79,2024-10-15,17
C2580,50,F,70528,Facebook,21,3,96,2025-01-31,29
C2581,36,M,24409,Facebook,13,3,180,2025-02-16,18
C2582,46,F,49288,TikTok,23,3,207,2024-12-13,17
C2583,27,F,65213,Instagram,23,3,219,2025-01-11,17
C2584,38,M,33157,Facebook,18,4,160,2024-10-19,25
C2585,44,M,26732,TikTok,18,2,166,2025-02-03,6
C2586,39,M,59579,Facebook,13,2,168,2024-11-03,15
C2587,30,F,48090,TikTok,18,1,52,2025-02-01,17
C2588,24,F,110257,TikTok,18,1,78,2025-03-14,7
C2589,45,F,83654,TikTok,25,3,123,2024-10-20,5
C2590,29,F,111295,Facebook,23,5,215,2024-12-24,23
C2591,48,M,67324,Facebook,21,3,117,2025-02-17,19
C2592,59,F,32167,TikTok,15,3,258,2025-03-07,6
C2593,52,F,53314,Instagram,16,5,195,2025-03-22,12
C2594,23,F,104660,Facebook,20,3,288,2025-02-16,28
C2595,32,M,73804,Facebook,19,2,98,2024-10-04,25
C2596,24,M,74470,Instagram,22,4,284,2025-03-17,20
C2597,27,F,93836,Facebook,20,2,180,2025-02-01,16
C2598,34,M,98346,Instagram,13,3,243,2025-01-06,14
C2599,43,F,86917,TikTok,23,1,78,2024-10-31,7
C2600,23,F,29515,TikTok,13,3,285,2024-12-14,6
C2601,55,M,43031,Facebook,24,2,146,2024-10-17,31
C2602,41,M,78967,Facebook,20,3,186,2024-12-05,30
C2603,39,M,97154,Instagram,17,3,192,2025-02-25,10
C2604,23,F,72034,TikTok,13,2,118,2024-10-09,10
C2605,48,F,79379,Facebook,13,1,33,2025-02-26,31
C2606,48,F,81240,Instagram,22,3,189,2024-10-05,16
C2607,20,F,23051,TikTok,16,2,52,2025-03-11,14
C2608,55,M,82645,TikTok,20,3,153,2024-12-13,7
C2609,54,M,87958,TikTok,20,1,41,2024-12-01,15
C2610,18,F,113406,TikTok,23,2,44,2025-01-01,8
C2611,44,M,106962,Facebook,22,2,42,2025-01-14,34
C2612,44,M,61787,Instagram,27,4,204,2025-02-13,18
C2613,34,F,119317,TikTok,21,1,38,2025-02-22,17
C2614,38,M,111353,TikTok,18,4,376,2024-11-24,8
C2615,37,F,100752,Instagram,23,2,96,2024-11-14,14
C2616,35,F,26458,Facebook,16,1,54,2025-02-28,22
C2617,38,M,56108,Instagram,15,3,177,2025-03-02,11
C2618,45,F,108598,Facebook,22,2,78,2024-11-27,22
C2619,45,F,89468,Facebook,17,4,112,2025-03-19,22
C2620,58,M,40760,Instagram,16,4,112,2025-03-19,11
C2621,51,F,57126,Facebook,22,2,52,2024-12-06,29
C2622,38,F,115643,Instagram,17,1,31,2025-01-29,12
C2623,49,F,87852,Instagram,22,4,236,2025-03-09,13
C2624,51,M,66875,TikTok,19,4,320,2024-12-10,12
C2625,21,M,74664,Instagram,24,2,64,2025-02-06,16
C2626,34,F,33102,TikTok,20,2,182,2025-02-23,18
C2627,58,M,58493,Facebook,25,3,156,2025-02-26,15
C2628,36,M,49870,Facebook,21,1,61,2024-12-18,24
C2629,52,M,36756,Facebook,17,4,300,2024-12-05,34
C2630,51,M,33499,TikTok,29,1,34,2024-10-20,5
C2631,56,F,119970,Instagram,23,2,168,2024-12-16,18
C2632,36,F,42625,Facebook,28,3,213,2025-02-10,25
C2633,44,F,69190,Facebook,18,4,248,2024-12-25,27
C2634,46,M,79867,TikTok,23,3,180,2025-03-20,18
C2635,30,F,42622,TikTok,17,3,222,2025-01-30,17
C2636,38,M,71747,TikTok,20,2,62,2024-12-21,10
C2637,28,M,26500,TikTok,23,2,54,2025-02-07,16
C2638,52,M,110812,Instagram,18,1,23,2024-10-29,16
C2639,22,F,113079,Instagram,21,3,144,2025-01-20,10
C2640,53,M,112506,TikTok,18,3,201,2024-12-19,11
C2641,24,M,53208,TikTok,15,3,147,2024-10-31,13
C2642,27,M,46038,Facebook,23,2,194,2025-02-15,20
C2643,43,M,79341,Instagram,25,2,122,2024-10-28,19
C2644,53,F,98243,TikTok,16,4,332,2025-01-05,16
C2645,46,M,43810,Facebook,24,4,128,2024-10-07,17
C2646,49,F,114786,Facebook,8,3,201,2024-11-05,34
C2647,34,F,27965,TikTok,26,3,75,2024-11-02,7
C2648,56,M,62581,TikTok,22,1,38,2024-11-24,15
C2649,46,F,114434,Facebook,10,3,210,2025-03-01,34
C2650,24,F,101440,Facebook,16,2,98,2024-12-21,27
C2651,50,M,37305,Instagram,18,4,200,2024-12-16,12
C2652,51,F,59866,Instagram,25,3,291,2024-12-09,14
C2653,25,M,30002,Facebook,25,1,24,2024-10-05,25
C2654,47,F,94232,TikTok,27,2,136,2024-12-13,11
C2655,33,F,97365,Facebook,18,2,78,2025-01-01,19
C2656,37,M,63739,Facebook,27,3,66,2025-02-09,33
C2657,41,F,36683,Facebook,30,1,57,2024-12-31,15
C2658,40,M,113870,Instagram,21,1,67,2024-11-29,22
C2659,39,F,105346,Facebook,30,3,108,2025-01-23,31
C2660,50,F,72646,Instagram,24,3,291,2025-01-05,15
C2661,44,F,59767,Instagram,25,1,94,2024-12-18,20
C2662,44,F,21705,Instagram,22,4,216,2024-12-15,23
C2663,33,M,70467,TikTok,26,2,54,2024-10-28,6
C2664,35,M,117681,Instagram,20,2,132,2025-02-21,22
C2665,59,F,36515,Instagram,23,1,21,2024-11-03,16
C2666,38,M,25060,Instagram,19,1,92,2024-11-03,16
C2667,18,M,55744,TikTok,27,3,84,2025-01-09,8
C2668,43,M,107472,Facebook,11,2,44,2025-02-26,29
C2669,38,M,117845,Facebook,17,1,29,2024-10-31,15
C2670,57,M,54047,Instagram,21,4,128,2024-11-03,20
C2671,46,F,108660,TikTok,11,2,168,2024-10-14,8
C2672,28,M,20036,Instagram,19,3,255,2024-12-08,12
C2673,57,F,52919,Facebook,16,1,74,2024-10-12,32
C2674,50,M,86107,Facebook,17,1,65,2025-03-05,33
C2675,24,F,92681,Facebook,23,3,231,2025-03-01,22
C2676,27,M,62585,Instagram,26,3,291,2025-02-15,24
C2677,48,M,36923,Instagram,21,2,196,2024-11-18,11
C2678,18,M,36088,TikTok,19,3,183,2024-10-07,14
C2679,18,M,32170,Facebook,23,3,231,2025-03-16,28
C2680,25,F,20818,Instagram,19,3,195,2025-02-13,12
C2681,30,F,58662,Facebook,23,1,60,2024-10-17,25
C2682,54,F,31766,Instagram,20,2,180,2024-11-09,17
C2683,35,M,25778,Facebook,14,1,57,2025-02-23,34
C2684,49,M,117522,Facebook,11,3,255,2024-11-05,23
C2685,23,F,70375,Instagram,27,2,78,2025-02-18,24
C2686,32,M,60326,Facebook,26,4,328,2025-03-02,32
C2687,57,F,113518,Instagram,19,4,208,2025-03-20,24
C2688,57,F,46710,Instagram,22,2,54,2024-11-27,21
C2689,55,F,25521,Instagram,14,3,180,2024-12-04,21
C2690,51,F,107638,Instagram,14,1,66,2024-10-09,22
C2691,51,F,110287,TikTok,24,4,388,2024-12-07,17
C2692,19,F,98754,Instagram,19,3,270,2025-02-12,22
C2693,44,M,26180,Facebook,18,1,43,2025-03-05,31
C2694,44,F,22583,TikTok,19,1,23,2025-02-18,17
C2695,31,F,51979,Instagram,18,1,39,2025-01-14,17
C2696,28,M,99951,Instagram,23,2,142,2025-03-19,20
C2697,54,M,74697,Instagram,28,3,114,2024-10-14,14
C2698,33,F,95652,Facebook,16,2,82,2025-02-21,31
C2699,40,F,61534,Facebook,38,3,66,2024-10-04,32
C2700,24,F,35770,Facebook,13,2,182,2025-01-12,26
C2701,45,F,94755,Instagram,11,2,116,2025-01-02,23
C2702,19,F,87719,Facebook,20,5,155,2025-01-03,29
C2703,49,F,93375,Facebook,16,4,352,2025-01-21,33
C2704,55,M,22673,TikTok,24,1,86,2025-02-02,18
C2705,42,F,39689,TikTok,17,3,198,2024-11-19,9
C2706,33,M,40243,TikTok,15,2,188,2024-12-03,6
C2707,51,M,22700,Instagram,16,5,290,2025-01-05,23
C2708,57,F,55930,Facebook,21,3,183,2025-02-20,33
C2709,55,M,118103,TikTok,25,4,328,2024-12-12,10
C2710,26,M,102368,Facebook,17,3,186,2024-11-06,18
C2711,36,F,105658,Instagram,23,3,111,2024-10-13,14
C2712,59,F,99870,Instagram,21,3,201,2024-12-19,24
C2713,32,M,110608,Facebook,25,3,144,2025-02-11,25
C2714,48,M,83560,TikTok,21,2,54,2025-01-31,10
C2715,21,M,31683,TikTok,23,3,201,2024-10-09,7
C2716,28,M,64963,Instagram,19,2,124,2025-01-24,21
C2717,34,M,23413,Instagram,21,3,72,2025-02-28,23
C2718,36,M,67369,TikTok,17,5,250,2024-12-14,19
C2719,30,M,66557,Facebook,15,2,174,2024-11-17,16
C2720,23,M,39318,Facebook,20,3,153,2025-02-22,19
C2721,23,F,104194,TikTok,18,4,148,2025-02-08,16
C2722,42,M,75881,Instagram,17,2,46,2024-12-15,22
C2723,29,M,38206,Instagram,30,5,330,2024-11-27,11
C2724,54,M,97613,Instagram,24,3,78,2024-12-19,20
C2725,58,F,35993,TikTok,26,5,210,2025-01-05,8
C2726,26,F,60023,Instagram,14,3,231,2024-10-31,16
C2727,26,F,100396,TikTok,22,3,270,2024-10-10,11
C2728,42,F,24115,TikTok,22,2,76,2025-01-02,5
C2729,23,F,68100,Instagram,21,2,60,2025-03-17,24
C2730,44,M,84262,Facebook,22,3,189,2024-11-24,31
C2731,44,M,33333,Instagram,30,2,188,2025-03-13,24
C2732,50,M,54253,TikTok,19,2,52,2025-02-10,9
C2733,53,M,23894,Instagram,15,2,152,2024-12-22,16
C2734,43,F,77690,Facebook,19,1,96,2025-01-24,19
C2735,38,F,37822,Facebook,12,1,92,2024-10-06,23
C2736,47,F,43184,Facebook,25,1,99,2025-02-20,21
C2737,52,M,72463,Facebook,19,2,92,2025-03-21,21
C2738,27,F,72287,Instagram,7,1,42,2024-12-16,14
C2739,32,F,65517,Facebook,27,1,83,2024-11-26,23
C2740,26,M,49681,Instagram,18,5,315,2024-12-04,13
C2741,54,M,50682,Facebook,23,3,81,2025-02-10,17
C2742,54,M,26900,TikTok,15,3,294,2025-01-27,5
C2743,21,M,73649,Facebook,23,2,110,2025-02-03,15
C2744,24,M,29607,Facebook,21,3,255,2024-11-03,21
C2745,44,M,98893,TikTok,16,1,84,2025-02-02,11
C2746,52,F,27261,TikTok,14,2,46,2024-11-18,19
C2747,46,M,68429,Instagram,13,1,53,2024-12-06,20
C2748,39,F,85544,TikTok,31,2,172,2024-11-10,8
C2749,31,M,89551,TikTok,17,2,120,2024-11-02,14
C2750,50,F,117806,Facebook,14,2,104,2025-03-16,29
C2751,22,F,110585,Instagram,26,3,177,2025-02-23,22
C2752,53,M,92503,Facebook,28,1,85,2025-03-14,29
C2753,23,M,20832,Instagram,18,1,52,2024-11-06,12
C2754,30,F,54139,Instagram,13,3,210,2025-02-12,12
C2755,49,M,115395,Instagram,17,2,128,2024-11-06,19
C2756,54,M,66678,Facebook,35,2,176,2025-03-15,15
C2757,51,M,28752,Instagram,26,1,71,2024-12-14,19
C2758,49,F,83475,Facebook,15,1,82,2024-12-31,19
C2759,42,F,89305,Instagram,17,1,97,2024-10-17,10
C2760,47,F,56098,TikTok,15,3,294,2025-02-13,11
C2761,41,M,116320,Facebook,21,5,250,2024-10-12,32
C2762,24,M,46328,TikTok,25,1,80,2024-11-21,10
C2763,52,M,43765,Instagram,19,3,189,2025-03-02,24
C2764,30,F,40810,Facebook,11,5,410,2024-11-15,31
C2765,33,M,91842,TikTok,20,2,58,2024-11-03,18
C2766,25,F,73565,Facebook,18,1,37,2025-01-06,17
C2767,56,F,67769,TikTok,21,4,320,2024-11-07,15
C2768,55,M,64555,Instagram,30,3,174,2025-02-25,12
C2769,22,F,111055,Instagram,17,2,122,2025-01-26,18
C2770,46,M,100196,Facebook,19,1,45,2024-10-14,32
C2771,27,M,43807,Instagram,16,2,114,2025-02-05,18
C2772,42,M,89098,Facebook,27,3,285,2024-10-12,30
C2773,25,F,24370,Instagram,21,2,102,2024-12-03,23
C2774,54,M,87777,Facebook,23,1,64,2025-01-26,21
C2775,49,F,113679,Instagram,18,2,110,2025-01-03,14
C2776,20,M,21207,Facebook,12,2,118,2024-10-29,33
C2777,22,M,97313,TikTok,17,3,273,2024-11-14,14
C2778,23,F,109399,TikTok,25,2,48,2024-11-19,10
C2779,43,M,96303,Instagram,22,1,62,2025-02-24,14
C2780,29,F,107156,TikTok,21,1,52,2024-12-22,13
C2781,19,F,117677,TikTok,18,4,284,2024-11-29,17
C2782,57,F,98561,TikTok,23,2,180,2024-10-17,5
C2783,39,M,49974,Instagram,18,2,96,2024-12-26,17
C2784,43,F,116676,TikTok,26,1,81,2025-02-17,8
C2785,36,M,43877,TikTok,22,2,118,2024-11-06,6
C2786,23,M,109461,TikTok,25,3,108,2024-12-01,6
C2787,55,M,55409,Facebook,25,1,23,2024-11-25,17
C2788,22,F,57214,Instagram,17,3,135,2024-12-21,23
C2789,55,F,32228,TikTok,19,2,66,2025-03-01,8
C2790,45,M,119626,Instagram,19,2,110,2024-11-18,21
C2791,24,F,103990,TikTok,16,2,178,2025-01-29,6
C2792,37,M,106889,Instagram,15,2,72,2025-02-26,18
C2793,26,F,73077,Facebook,17,2,40,2025-01-29,27
C2794,26,F,39638,TikTok,19,2,144,2025-02-20,5
C2795,25,M,97895,TikTok,14,4,208,2024-11-08,16
C2796,50,M,97167,Facebook,19,2,108,2025-03-02,28
C2797,38,M,93721,TikTok,17,2,146,2025-02-25,6
C2798,19,M,77254,TikTok,23,2,132,2025-01-07,11
C2799,46,M,85150,Facebook,21,3,243,2025-01-04,24
C2800,34,F,112693,Instagram,21,4,232,2025-02-20,13
C2801,29,M,103744,TikTok,15,3,222,2024-11-12,14
C2802,52,F,61284,Facebook,22,1,44,2025-02-18,17
C2803,34,M,94922,Instagram,16,3,150,2024-12-24,23
C2804,54,M,119427,Instagram,27,2,84,2024-10-11,16
C2805,23,F,34853,Facebook,20,4,208,2025-01-29,19
C2806,55,F,63315,Facebook,17,4,384,2025-03-16,28
C2807,55,M,50530,Instagram,23,4,132,2024-10-27,18
C2808,25,F,113434,TikTok,18,4,88,2025-01-15,11
C2809,35,F,91980,Instagram,24,1,78,2024-10-28,10
C2810,36,F,43196,Facebook,24,1,46,2024-11-08,20
C2811,44,M,36722,Facebook,18,3,93,2024-10-04,31
C2812,59,F,26387,Instagram,28,5,400,2025-01-31,20
C2813,59,M,74407,TikTok,14,4,116,2024-10-31,6
C2814,56,F,83534,Facebook,19,1,85,2024-10-10,30
C2815,36,M,88517,TikTok,30,1,37,2024-12-24,6
C2816,32,F,100221,TikTok,17,4,128,2025-01-19,5
C2817,31,F,87258,Instagram,27,1,81,2025-01-29,13
C2818,45,F,40386,Facebook,13,1,42,2025-01-08,15
C2819,29,F,30322,Facebook,17,2,192,2024-11-13,17
C2820,53,F,95740,TikTok,15,3,135,2024-11-04,15
C2821,40,M,55794,Instagram,17,5,120,2024-10-31,22
C2822,40,M,43536,Instagram,23,1,77,2025-01-01,12
C2823,55,F,57289,Facebook,13,5,475,2024-11-22,30
C2824,21,F,29859,Facebook,24,2,56,2025-03-06,21
C2825,44,M,96427,Instagram,26,2,192,2025-02-25,18
C2826,48,M,117157,Facebook,15,3,168,2024-11-07,34
C2827,22,F,94667,Facebook,18,4,364,2024-11-26,18
C2828,44,F,27472,TikTok,12,1,45,2024-12-18,7
C2829,32,F,22017,Instagram,27,3,168,2024-11-19,22
C2830,41,F,24236,TikTok,11,1,31,2024-10-31,8
C2831,55,M,79347,Instagram,23,1,41,2024-12-24,15
C2832,44,M,105558,TikTok,22,3,87,2025-03-04,5
C2833,31,M,109410,Instagram,16,4,120,2024-11-09,16
C2834,51,F,112864,Instagram,18,2,54,2024-10-04,12
C2835,58,M,35802,Instagram,22,2,120,2025-03-04,20
C2836,58,M,90529,Facebook,21,1,84,2025-01-28,33
C2837,19,F,96629,Facebook,20,2,118,2025-02-12,28
C2838,58,M,61128,Facebook,27,3,234,2024-12-29,25
C2839,48,M,37660,Facebook,22,3,111,2025-01-26,17
C2840,45,M,32113,Facebook,19,3,252,2025-01-22,28
C2841,28,F,32413,Instagram,15,3,72,2024-11-12,20
C2842,45,M,87542,Facebook,16,2,180,2025-02-28,22
C2843,23,M,86382,Instagram,20,1,29,2025-02-04,24
C2844,21,F,43051,Instagram,30,3,99,2025-02-16,19
C2845,18,M,115378,Instagram,26,3,135,2024-10-08,18
C2846,37,F,20797,Instagram,14,5,170,2025-02-16,11
C2847,56,M,57639,Facebook,20,4,164,2024-11-10,25
C2848,32,M,44227,Instagram,21,3,273,2025-01-22,14
C2849,46,F,28722,Instagram,15,2,152,2025-01-14,24
C2850,22,F,54902,TikTok,17,1,31,2024-10-11,11
C2851,31,M,92649,Instagram,16,4,176,2025-03-07,16
C2852,25,F,30786,Facebook,22,1,30,2024-10-24,33
C2853,38,F,80634,Facebook,26,3,156,2025-01-22,32
C2854,19,M,70060,TikTok,19,3,144,2025-02-20,6
C2855,31,M,45545,Facebook,21,1,91,2024-10-15,32
C2856,25,F,29642,Facebook,28,4,384,2024-11-13,30
C2857,49,F,42105,TikTok,15,3,192,2024-12-12,7
C2858,40,F,31718,Instagram,16,4,276,2025-02-09,10
C2859,50,F,36410,Instagram,11,2,44,2024-11-15,23
C2860,52,F,32952,TikTok,20,1,53,2024-12-10,5
C2861,24,M,86219,Instagram,17,3,117,2024-10-19,16
C2862,25,F,47492,Instagram,22,3,129,2024-11-03,12
C2863,34,F,34837,Facebook,15,1,42,2025-01-08,33
C2864,47,F,104114,Instagram,17,3,123,2025-01-11,19
C2865,41,M,98943,Facebook,20,4,108,2024-11-22,21
C2866,42,M,110651,TikTok,16,4,240,2025-02-14,16
C2867,55,M,108907,Facebook,18,3,75,2024-11-06,19
C2868,28,M,89726,Instagram,11,3,210,2025-01-13,16
C2869,40,M,25091,Instagram,25,5,465,2025-03-08,16
C2870,36,F,43074,Facebook,20,2,74,2024-11-14,29
C2871,44,M,55391,Facebook,25,3,255,2024-12-29,23
C2872,41,M,61813,Instagram,19,2,166,2025-02-20,24
C2873,47,M,60680,Facebook,23,1,36,2025-03-11,34
C2874,35,F,64782,TikTok,18,2,82,2024-11-25,11
C2875,48,F,64874,Facebook,21,2,76,2024-12-04,20
C2876,30,F,41882,TikTok,24,3,150,2025-01-23,8
C2877,36,M,91102,TikTok,18,2,160,2024-11-12,6
C2878,44,F,96587,Facebook,21,4,200,2024-12-24,21
C2879,18,F,81549,Instagram,25,3,273,2024-11-25,11
C2880,59,F,119684,Instagram,25,2,118,2024-12-22,16
C2881,54,F,53546,Instagram,14,4,228,2024-12-19,13
C2882,53,F,82594,Instagram,17,2,84,2024-12-17,10
C2883,46,F,96159,TikTok,11,2,126,2025-02-07,8
C2884,44,F,110467,TikTok,9,1,58,2024-11-03,8
C2885,28,M,30096,Instagram,10,1,27,2025-03-09,20
C2886,37,F,102189,Instagram,19,2,142,2025-03-04,21
C2887,22,M,24188,Facebook,18,3,87,2025-03-07,19
C2888,58,M,103087,Facebook,19,3,192,2025-02-27,24
C2889,36,M,33386,Facebook,26,2,160,2024-12-05,22
C2890,59,F,95531,TikTok,21,3,297,2025-03-11,12
C2891,48,M,44504,TikTok,19,4,332,2025-01-24,9
C2892,21,M,86795,TikTok,15,1,59,2025-01-10,17
C2893,33,M,71050,Facebook,16,1,55,2025-01-07,32
C2894,35,F,109359,Instagram,22,3,87,2025-03-09,10
C2895,59,M,27791,Facebook,20,2,166,2025-01-10,20
C2896,54,M,113232,Instagram,20,2,178,2025-02-18,19
C2897,45,F,111991,Instagram,25,3,90,2025-02-16,23
C2898,56,M,116649,Instagram,18,1,51,2025-03-07,20
C2899,21,F,34133,Instagram,13,3,237,2024-12-28,21
C2900,33,F,34197,Instagram,25,3,276,2025-01-28,21
C2901,24,F,54524,Facebook,17,2,102,2024-10-12,26
C2902,36,M,52544,Instagram,22,1,56,2025-03-14,11
C2903,47,F,72236,Facebook,17,3,63,2025-01-22,30
C2904,36,M,58011,Facebook,25,3,222,2024-10-21,25
C2905,25,M,75581,TikTok,20,3,207,2025-02-15,8
C2906,51,M,64837,Instagram,12,1,56,2024-11-23,20
C2907,36,M,88213,Instagram,28,2,74,2025-03-11,10
C2908,19,M,89980,Facebook,15,2,186,2025-02-28,21
C2909,47,M,46990,Instagram,14,2,156,2024-12-29,19
C2910,21,F,70528,Instagram,21,2,160,2024-12-18,10
C2911,58,F,82977,TikTok,19,5,165,2024-12-20,10
C2912,52,M,62417,Facebook,16,4,116,2025-02-26,23
C2913,50,F,31274,TikTok,23,3,72,2024-12-01,9
C2914,46,F,50006,Instagram,28,1,97,2024-11-23,20
C2915,34,M,47156,Facebook,28,1,70,2024-11-15,30
C2916,55,M,40557,TikTok,18,4,340,2024-12-17,9
C2917,34,F,24616,Facebook,17,3,246,2024-10-18,27
C2918,27,M,88440,Instagram,23,1,59,2025-01-14,21
C2919,40,M,102850,Instagram,18,1,38,2025-01-07,20
C2920,26,F,111618,Instagram,14,5,480,2024-12-29,11
C2921,30,F,90298,Instagram,18,1,38,2025-02-13,19
C2922,48,M,92956,Instagram,17,3,195,2025-01-30,16
C2923,51,F,79336,TikTok,25,2,136,2025-03-14,7
C2924,36,F,56822,TikTok,15,1,44,2024-12-14,13
C2925,22,M,115558,TikTok,21,3,231,2024-10-18,11
C2926,31,M,93568,Instagram,17,1,45,2025-02-18,13
C2927,34,M,69178,TikTok,16,3,69,2025-03-11,14
C2928,48,F,33156,Instagram,21,3,207,2025-03-19,21
C2929,53,F,118264,TikTok,28,1,58,2025-01-17,16
C2930,28,M,28065,Instagram,27,5,250,2024-10-11,14
C2931,30,F,71125,Facebook,20,3,78,2024-12-30,21
C2932,56,F,119427,Facebook,17,1,41,2024-10-18,24
C2933,39,M,43423,Facebook,21,3,270,2024-12-17,16
C2934,39,M,45299,Instagram,18,2,138,2025-01-04,13
C2935,39,M,37021,Instagram,21,5,445,2025-02-28,14
C2936,42,F,58829,Facebook,27,2,100,2025-01-28,24
C2937,18,F,88334,TikTok,17,4,372,2025-01-26,8
C2938,20,F,49825,Instagram,20,3,135,2025-01-04,15
C2939,29,F,119827,TikTok,18,3,165,2025-01-10,14
C2940,27,F,42158,Instagram,15,3,240,2024-11-22,16
C2941,52,M,20705,Facebook,21,3,132,2025-03-01,29
C2942,48,M,89498,Facebook,20,1,32,2025-02-27,19
C2943,30,M,77635,Facebook,18,1,87,2025-03-09,31
C2944,47,F,56051,Facebook,14,2,158,2024-11-23,22
C2945,52,F,39951,Facebook,16,2,82,2025-02-03,24
C2946,26,F,56530,Facebook,18,3,87,2025-02-21,31
C2947,38,M,26932,Instagram,20,1,25,2024-12-04,15
C2948,53,M,54366,TikTok,14,3,69,2025-02-04,16
C2949,18,F,24659,Instagram,22,5,375,2025-01-11,24
C2950,57,M,57275,Instagram,18,5,460,2025-02-17,11
C2951,31,F,69347,Instagram,20,1,28,2025-02-24,22
C2952,32,M,56763,Facebook,12,1,56,2024-11-11,32
C2953,54,M,77522,Facebook,16,3,219,2025-01-17,27
C2954,49,F,82996,TikTok,19,3,237,2024-12-13,8
C2955,24,F,34928,Facebook,16,1,35,2024-12-03,15
C2956,24,F,118975,Instagram,21,4,388,2024-12-24,22
C2957,47,M,76203,Facebook,15,2,128,2025-01-02,17
C2958,49,F,52007,TikTok,23,1,25,2024-12-29,5
C2959,49,M,61453,Instagram,22,2,180,2025-02-18,21
C2960,32,F,97043,Instagram,17,3,207,2024-12-14,15
C2961,19,M,60664,Instagram,15,5,415,2025-02-16,15
C2962,46,F,29198,Facebook,24,2,42,2024-12-31,19
C2963,47,M,90148,Facebook,22,5,100,2024-11-22,28
C2964,50,M,117749,Facebook,17,5,330,2024-11-14,26
C2965,55,F,66733,Instagram,27,3,285,2025-01-19,19
C2966,41,F,60274,Instagram,22,1,59,2024-10-17,18
C2967,59,F,47509,Instagram,19,2,120,2024-12-02,14
C2968,26,M,55228,Facebook,21,2,66,2025-02-18,28
C2969,51,F,115323,Instagram,18,2,188,2025-02-19,13
C2970,54,F,59875,Facebook,24,3,231,2024-12-12,21
C2971,36,M,44932,Facebook,18,4,84,2025-03-07,22
C2972,31,F,64159,TikTok,20,2,166,2024-11-22,5
C2973,23,F,34959,Facebook,20,4,332,2024-10-17,20
C2974,44,M,84660,Instagram,17,2,154,2024-11-11,16
C2975,22,F,104614,Facebook,24,3,228,2025-03-18,17
C2976,24,F,46965,TikTok,16,3,252,2024-10-06,5
C2977,36,F,102667,Facebook,24,3,222,2025-03-01,20
C2978,44,F,48776,Facebook,14,3,240,2025-01-22,29
C2979,25,M,109898,Facebook,17,5,435,2024-12-29,20
C2980,59,F,30047,Instagram,21,2,118,2025-01-07,18
C2981,42,M,119908,Instagram,14,3,81,2025-01-09,14
C2982,34,F,66760,Facebook,19,3,129,2025-01-09,27
C2983,59,F,44610,TikTok,19,3,129,2025-02-14,17
C2984,31,M,48923,Facebook,27,3,258,2025-03-21,25
C2985,21,M,115379,Instagram,11,3,183,2024-10-18,14
C2986,46,F,38884,Instagram,21,1,24,2025-03-08,20
C2987,26,M,28025,Instagram,15,3,249,2025-01-11,14
C2988,48,M,23505,Facebook,11,2,170,2024-11-16,21
C2989,22,M,105310,Instagram,17,2,180,2024-12-20,15
C2990,32,M,85738,Facebook,21,1,70,2025-03-05,32
C2991,32,M,23984,Instagram,21,2,126,2024-12-18,10
C2992,44,M,51342,TikTok,23,1,38,2025-01-16,13
C2993,51,M,42736,Facebook,7,1,34,2024-11-22,23
C2994,40,M,73492,Instagram,14,2,170,2024-10-28,22
C2995,34,F,78856,TikTok,21,1,81,2025-03-07,12
C2996,31,F,20513,Facebook,19,1,50,2024-10-20,22
C2997,44,F,30872,TikTok,22,5,480,2025-01-10,7
C2998,38,F,108104,Facebook,21,1,98,2025-01-09,25
C2999,24,F,71275,TikTok,22,1,53,2024-11-02,7
C3000,58,F,23634,Instagram,19,4,364,2024-10-20,16
C3001,31,M,44791,TikTok,25,1,60,2025-03-20,17
C3002,47,M,45658,Facebook,26,3,279,2024-11-23,18
C3003,29,F,73416,Instagram,30,1,28,2024-12-23,17
C3004,41,M,54902,Facebook,26,2,96,2025-03-21,21
